sequence_id,tof_prop_missing,gesture,pred_imu,pred_all
SEQ_008033,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_008045,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008050,0.2,Text on phone,Forehead - pull hairline,Text on phone
SEQ_008066,0.0,Eyelash - pull hair,Neck - scratch,Neck - scratch
SEQ_008071,0.0,Neck - scratch,Forehead - scratch,Neck - scratch
SEQ_008088,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008100,0.0,Text on phone,Text on phone,Text on phone
SEQ_008108,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_008117,0.0,Wave hello,Wave hello,Wave hello
SEQ_008137,0.0,Eyelash - pull hair,Neck - pinch skin,Eyebrow - pull hair
SEQ_008138,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_008140,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_008150,0.0,Above ear - pull hair,Neck - scratch,Pull air toward your face
SEQ_008152,0.0,Scratch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_008153,0.0,Wave hello,Wave hello,Wave hello
SEQ_008166,0.2,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_008172,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_008179,0.0,Neck - scratch,Cheek - pinch skin,Eyebrow - pull hair
SEQ_008187,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_008189,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_008190,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_008201,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_008206,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_008220,0.0,Wave hello,Wave hello,Wave hello
SEQ_008223,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_008230,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_008239,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_008277,0.0,Above ear - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_008281,0.0,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair
SEQ_008284,0.0,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_008290,0.0,Eyebrow - pull hair,Above ear - pull hair,Eyebrow - pull hair
SEQ_008304,0.0,Neck - pinch skin,Above ear - pull hair,Neck - scratch
SEQ_008307,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_008309,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_008312,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_008323,0.0,Scratch knee/leg skin,Write name on leg,Scratch knee/leg skin
SEQ_008326,0.0,Forehead - pull hairline,Eyelash - pull hair,Eyebrow - pull hair
SEQ_008334,0.0,Text on phone,Text on phone,Text on phone
SEQ_008343,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_008367,0.0,Write name in air,Write name in air,Write name in air
SEQ_008375,0.0,Write name in air,Write name in air,Write name in air
SEQ_008381,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_008401,0.0,Above ear - pull hair,Neck - pinch skin,Cheek - pinch skin
SEQ_008402,0.0,Forehead - pull hairline,Eyebrow - pull hair,Forehead - pull hairline
SEQ_008404,0.0,Eyebrow - pull hair,Neck - scratch,Neck - scratch
SEQ_008420,0.0,Forehead - scratch,Neck - scratch,Forehead - scratch
SEQ_008426,0.0,Write name in air,Write name in air,Write name in air
SEQ_008428,0.0,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair
SEQ_008438,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_008450,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_008451,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_008464,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008465,0.0,Write name in air,Write name in air,Write name in air
SEQ_008471,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_008475,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_008476,0.0,Eyelash - pull hair,Text on phone,Forehead - scratch
SEQ_008486,0.0,Above ear - pull hair,Forehead - pull hairline,Cheek - pinch skin
SEQ_008489,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_008491,0.0,Wave hello,Wave hello,Wave hello
SEQ_008495,0.2,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008496,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Glasses on/off
SEQ_008530,0.0,Pull air toward your face,Pull air toward your face,Forehead - scratch
SEQ_008546,0.0,Wave hello,Wave hello,Wave hello
SEQ_008548,0.0,Neck - scratch,Neck - scratch,Write name in air
SEQ_008554,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_008562,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_008572,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008574,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008577,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_008581,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_008584,1.0,Forehead - pull hairline,Forehead - pull hairline,Text on phone
SEQ_008600,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_008602,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_008616,0.0,Text on phone,Text on phone,Text on phone
SEQ_008622,0.0,Write name in air,Write name in air,Write name in air
SEQ_008627,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_008632,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_008637,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_008640,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_008651,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_008659,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008662,0.2,Eyelash - pull hair,Eyelash - pull hair,Cheek - pinch skin
SEQ_008666,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_008667,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_008676,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_008679,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_008687,0.0,Text on phone,Text on phone,Text on phone
SEQ_008688,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_008690,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008691,0.0,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin
SEQ_008698,0.0,Wave hello,Wave hello,Wave hello
SEQ_008703,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_008711,0.0,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_008718,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_008719,0.0,Above ear - pull hair,Neck - scratch,Above ear - pull hair
SEQ_008720,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008722,0.0,Neck - scratch,Forehead - scratch,Neck - scratch
SEQ_008724,0.0,Forehead - scratch,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_008727,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008739,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008755,0.0,Neck - scratch,Above ear - pull hair,Above ear - pull hair
SEQ_008758,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008762,0.0,Text on phone,Text on phone,Text on phone
SEQ_008763,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_008764,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008771,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_008774,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_008775,0.0,Wave hello,Wave hello,Wave hello
SEQ_008787,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008807,0.0,Wave hello,Wave hello,Wave hello
SEQ_008827,0.0,Neck - pinch skin,Neck - scratch,Neck - scratch
SEQ_008840,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_008847,0.0,Text on phone,Text on phone,Text on phone
SEQ_008858,0.0,Above ear - pull hair,Forehead - pull hairline,Above ear - pull hair
SEQ_008859,0.2,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_008864,0.0,Write name in air,Write name in air,Write name in air
SEQ_008875,0.0,Cheek - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_008877,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008879,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008886,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_008887,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_008888,0.0,Text on phone,Text on phone,Text on phone
SEQ_008898,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_008900,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008905,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_008923,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_008928,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_008931,0.2,Cheek - pinch skin,Cheek - pinch skin,Forehead - pull hairline
SEQ_008932,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_008952,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_008963,0.0,Text on phone,Text on phone,Text on phone
SEQ_008964,0.0,Cheek - pinch skin,Neck - scratch,Neck - scratch
SEQ_008967,0.0,Text on phone,Text on phone,Text on phone
SEQ_008977,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_008979,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_008980,0.0,Text on phone,Text on phone,Text on phone
SEQ_008983,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_008984,0.0,Cheek - pinch skin,Cheek - pinch skin,Forehead - scratch
SEQ_009000,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_009003,0.0,Eyelash - pull hair,Neck - pinch skin,Eyelash - pull hair
SEQ_009018,0.0,Neck - pinch skin,Neck - pinch skin,Cheek - pinch skin
SEQ_009024,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009025,0.2,Scratch knee/leg skin,Write name on leg,Forehead - scratch
SEQ_009031,0.0,Write name in air,Write name in air,Write name in air
SEQ_009039,0.0,Text on phone,Text on phone,Text on phone
SEQ_009047,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_009059,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_009062,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_009066,0.2,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009082,0.0,Write name in air,Write name in air,Write name in air
SEQ_009085,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009090,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009096,0.0,Text on phone,Text on phone,Text on phone
SEQ_009098,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_009102,0.0,Neck - pinch skin,Neck - pinch skin,Neck - scratch
SEQ_009123,0.0,Scratch knee/leg skin,Write name on leg,Write name on leg
SEQ_009125,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_009126,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_009128,0.0,Eyelash - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_009138,0.0,Write name in air,Write name in air,Write name in air
SEQ_009143,0.0,Write name in air,Write name in air,Write name in air
SEQ_009145,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_009152,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_009169,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_009171,0.0,Write name in air,Write name in air,Write name in air
SEQ_009185,0.0,Wave hello,Wave hello,Wave hello
SEQ_009186,0.0,Text on phone,Text on phone,Text on phone
SEQ_009196,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_009199,0.0,Text on phone,Text on phone,Text on phone
SEQ_009202,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009215,0.0,Text on phone,Text on phone,Text on phone
SEQ_009220,0.0,Neck - pinch skin,Neck - pinch skin,Neck - scratch
SEQ_009223,0.0,Neck - scratch,Forehead - scratch,Neck - scratch
SEQ_009231,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009233,0.0,Eyelash - pull hair,Eyebrow - pull hair,Cheek - pinch skin
SEQ_009235,0.0,Cheek - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_009242,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_009261,0.0,Wave hello,Wave hello,Wave hello
SEQ_009292,0.0,Cheek - pinch skin,Cheek - pinch skin,Eyebrow - pull hair
SEQ_009294,0.0,Neck - scratch,Neck - pinch skin,Neck - pinch skin
SEQ_009297,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009306,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009310,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009314,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_009319,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_009325,0.0,Wave hello,Wave hello,Wave hello
SEQ_009331,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009342,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009346,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_009362,0.0,Neck - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_009367,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_009368,0.0,Write name in air,Write name in air,Write name in air
SEQ_009370,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_009372,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_009374,0.0,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_009385,0.0,Text on phone,Text on phone,Text on phone
SEQ_009403,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_009407,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_009408,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009418,0.0,Drink from bottle/cup,Pull air toward your face,Drink from bottle/cup
SEQ_009430,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_009440,0.0,Text on phone,Text on phone,Text on phone
SEQ_009441,0.0,Forehead - pull hairline,Cheek - pinch skin,Eyebrow - pull hair
SEQ_009445,0.0,Eyelash - pull hair,Forehead - pull hairline,Eyelash - pull hair
SEQ_009454,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_009458,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_009471,0.0,Text on phone,Pinch knee/leg skin,Text on phone
SEQ_009480,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_009482,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_009490,0.2,Text on phone,Text on phone,Text on phone
SEQ_009495,0.0,Forehead - pull hairline,Above ear - pull hair,Write name in air
SEQ_009501,0.0,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_009502,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_009504,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_009505,0.0,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair
SEQ_009506,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_009510,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009511,0.0,Forehead - pull hairline,Cheek - pinch skin,Forehead - pull hairline
SEQ_009512,0.0,Neck - scratch,Forehead - scratch,Forehead - scratch
SEQ_009523,0.0,Text on phone,Text on phone,Text on phone
SEQ_009528,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_009538,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009540,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Forehead - pull hairline
SEQ_009546,0.0,Neck - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_009548,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_009553,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_009556,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009561,0.0,Eyelash - pull hair,Eyebrow - pull hair,Cheek - pinch skin
SEQ_009568,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_009585,0.0,Pull air toward your face,Above ear - pull hair,Pull air toward your face
SEQ_009597,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009602,0.0,Text on phone,Text on phone,Text on phone
SEQ_009604,0.0,Cheek - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_009624,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_009636,0.0,Wave hello,Wave hello,Wave hello
SEQ_009644,0.0,Write name in air,Text on phone,Write name in air
SEQ_009675,0.0,Write name in air,Write name in air,Write name in air
SEQ_009676,0.0,Above ear - pull hair,Forehead - pull hairline,Above ear - pull hair
SEQ_009698,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_009708,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_009710,0.0,Cheek - pinch skin,Neck - pinch skin,Above ear - pull hair
SEQ_009716,0.0,Forehead - pull hairline,Above ear - pull hair,Forehead - pull hairline
SEQ_009720,0.0,Text on phone,Text on phone,Text on phone
SEQ_009722,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_009739,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_009762,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_009766,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_009769,0.0,Write name in air,Write name in air,Write name in air
SEQ_009787,0.0,Write name in air,Neck - pinch skin,Write name in air
SEQ_009794,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_009800,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_009803,0.0,Write name in air,Write name on leg,Write name in air
SEQ_009805,0.0,Above ear - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_009812,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_009827,0.0,Cheek - pinch skin,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_009839,0.0,Text on phone,Text on phone,Text on phone
SEQ_009851,0.0,Wave hello,Wave hello,Wave hello
SEQ_009861,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_009870,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_009873,0.0,Text on phone,Text on phone,Text on phone
SEQ_009875,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_009877,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_009880,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_009888,0.0,Neck - scratch,Above ear - pull hair,Neck - scratch
SEQ_009892,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_009897,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_009914,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_009938,0.0,Wave hello,Wave hello,Wave hello
